"X","Country","Disease","Year","Month","Week_num","Week_type","Week_date","hospitalisation_num","hospitalisation_rate","Flu_A","Flu_B","Population","Year_Country","hospitalisation_rate_scaled","hospitalisation_rate_log","hemisphere","Season_week","Season"
960,"Australia","Influenza",2022,8,32,NA,"44774",4,0.015280349,NA,NA,26177413,"2022-Australia",-0.378227229,-4.181187672,"South Hemisphere",40,"2021/22"
961,"Australia","Influenza",2022,8,33,NA,"44781",11,0.042020959,NA,NA,26177413,"2022-Australia",-0.361249987,-3.16958676,"South Hemisphere",41,"2021/22"
962,"Australia","Influenza",2022,8,34,NA,"44788",5,0.019100436,NA,NA,26177413,"2022-Australia",-0.375801909,-3.95804412,"South Hemisphere",42,"2021/22"
963,"Australia","Influenza",2022,8,35,NA,"44795",3,0.011460262,NA,NA,26177413,"2022-Australia",-0.380652549,-4.468869744,"South Hemisphere",43,"2021/22"
964,"Australia","Influenza",2022,8,36,NA,"44802",2,0.007640174,NA,NA,26177413,"2022-Australia",-0.383077869,-4.874334852,"South Hemisphere",44,"2021/22"
965,"Australia","Influenza",2022,9,37,NA,"44809",1,0.003820087,NA,NA,26177413,"2022-Australia",-0.38550319,-5.567482033,"South Hemisphere",45,"2021/22"
966,"Australia","Influenza",2019,4,14,NA,"43556",143,0.563943058,NA,NA,25357170,"2019-Australia",-0.029888904,-0.572801993,"South Hemisphere",22,"2018/19"
967,"Australia","Influenza",2019,4,15,NA,"43563",166,0.654647187,NA,NA,25357170,"2019-Australia",0.027697886,-0.423658835,"South Hemisphere",23,"2018/19"
968,"Australia","Influenza",2019,4,16,NA,"43570",190,0.749294973,NA,NA,25357170,"2019-Australia",0.087788449,-0.288622551,"South Hemisphere",24,"2018/19"
969,"Australia","Influenza",2019,4,17,NA,"43577",190,0.749294973,NA,NA,25357170,"2019-Australia",0.087788449,-0.288622551,"South Hemisphere",25,"2018/19"
970,"Australia","Influenza",2019,4,18,NA,"43584",148,0.583661347,NA,NA,25357170,"2019-Australia",-0.017370036,-0.53843435,"South Hemisphere",26,"2018/19"
971,"Australia","Influenza",2019,5,19,NA,"43591",124,0.489013561,NA,NA,25357170,"2019-Australia",-0.0774606,-0.715365058,"South Hemisphere",27,"2018/19"
972,"Australia","Influenza",2019,5,20,NA,"43598",163,0.642816213,NA,NA,25357170,"2019-Australia",0.020186566,-0.441896422,"South Hemisphere",28,"2018/19"
973,"Australia","Influenza",2019,5,21,NA,"43605",176,0.694083764,NA,NA,25357170,"2019-Australia",0.052735621,-0.365162628,"South Hemisphere",29,"2018/19"
974,"Australia","Influenza",2019,5,22,NA,"43612",181,0.713802053,NA,NA,25357170,"2019-Australia",0.065254488,-0.337149592,"South Hemisphere",30,"2018/19"
975,"Australia","Influenza",2019,6,23,NA,"43619",241,0.950421518,NA,NA,25357170,"2019-Australia",0.215480896,-0.05084969,"South Hemisphere",31,"2018/19"
976,"Australia","Influenza",2019,6,24,NA,"43626",257,1.013520042,NA,NA,25357170,"2019-Australia",0.255541272,0.013429462,"South Hemisphere",32,"2018/19"
977,"Australia","Influenza",2019,6,25,NA,"43633",265,1.045069304,NA,NA,25357170,"2019-Australia",0.275571459,0.044083203,"South Hemisphere",33,"2018/19"
978,"Australia","Influenza",2019,6,26,NA,"43640",291,1.147604405,NA,NA,25357170,"2019-Australia",0.34066957,0.137676644,"South Hemisphere",34,"2018/19"
979,"Australia","Influenza",2019,7,27,NA,"43647",308,1.214646587,NA,NA,25357170,"2019-Australia",0.383233718,0.19445316,"South Hemisphere",35,"2018/19"
980,"Australia","Influenza",2019,7,28,NA,"43654",289,1.13971709,NA,NA,25357170,"2019-Australia",0.335662023,0.130780065,"South Hemisphere",36,"2018/19"
981,"Australia","Influenza",2019,7,29,NA,"43661",283,1.116055143,NA,NA,25357170,"2019-Australia",0.320639382,0.109800274,"South Hemisphere",37,"2018/19"
982,"Australia","Influenza",2019,7,30,NA,"43668",203,0.800562523,NA,NA,25357170,"2019-Australia",0.120337504,-0.222440644,"South Hemisphere",38,"2018/19"
983,"Australia","Influenza",2019,7,31,NA,"43675",212,0.836055443,NA,NA,25357170,"2019-Australia",0.142871466,-0.179060349,"South Hemisphere",39,"2018/19"
984,"Australia","Influenza",2019,8,32,NA,"43682",198,0.780844235,NA,NA,25357170,"2019-Australia",0.107818637,-0.247379593,"South Hemisphere",40,"2018/19"
985,"Australia","Influenza",2019,8,33,NA,"43689",203,0.800562523,NA,NA,25357170,"2019-Australia",0.120337504,-0.222440644,"South Hemisphere",41,"2018/19"
986,"Australia","Influenza",2019,8,34,NA,"43696",203,0.800562523,NA,NA,25357170,"2019-Australia",0.120337504,-0.222440644,"South Hemisphere",42,"2018/19"
987,"Australia","Influenza",2019,8,35,NA,"43703",167,0.658590844,NA,NA,25357170,"2019-Australia",0.030201659,-0.417652811,"South Hemisphere",43,"2018/19"
988,"Australia","Influenza",2019,9,36,NA,"43710",165,0.650703529,NA,NA,25357170,"2019-Australia",0.025194113,-0.429701149,"South Hemisphere",44,"2018/19"
989,"Australia","Influenza",2019,9,37,NA,"43717",128,0.504788192,NA,NA,25357170,"2019-Australia",-0.067445506,-0.683616359,"South Hemisphere",45,"2018/19"
990,"Australia","Influenza",2019,9,38,NA,"43724",107,0.421971379,NA,NA,25357170,"2019-Australia",-0.120024749,-0.862817789,"South Hemisphere",46,"2018/19"
991,"Australia","Influenza",2019,9,39,NA,"43731",88,0.347041882,NA,NA,25357170,"2019-Australia",-0.167596445,-1.058309809,"South Hemisphere",47,"2018/19"
992,"Australia","Influenza",2019,9,40,NA,"43738",81,0.319436278,NA,NA,25357170,"2019-Australia",-0.185122859,-1.141197469,"South Hemisphere",48,"2018/19"
993,"Australia","Influenza",2019,10,41,NA,"43745",55,0.216901176,NA,NA,25357170,"2019-Australia",-0.250220969,-1.528313438,"South Hemisphere",49,"2018/19"
994,"Australia","Influenza",2019,10,42,NA,"43752",33,0.130140706,NA,NA,25357170,"2019-Australia",-0.305303985,-2.039139062,"South Hemisphere",50,"2018/19"
995,"Australia","Influenza",2019,10,43,NA,"43759",30,0.118309733,NA,NA,25357170,"2019-Australia",-0.312815306,-2.134449242,"South Hemisphere",51,"2018/19"
996,"Australia","Influenza",2018,4,14,NA,"43192",20,0.080066519,NA,NA,24979230,"2018-Australia",-0.33709539,-2.524897499,"South Hemisphere",22,"2017/18"
997,"Australia","Influenza",2018,4,15,NA,"43199",11,0.044036586,NA,NA,24979230,"2018-Australia",-0.359970294,-3.1227345,"South Hemisphere",23,"2017/18"
998,"Australia","Influenza",2018,4,16,NA,"43206",12,0.048039912,NA,NA,24979230,"2018-Australia",-0.357428638,-3.035723123,"South Hemisphere",24,"2017/18"
999,"Australia","Influenza",2018,4,17,NA,"43213",14,0.056046563,NA,NA,24979230,"2018-Australia",-0.352345326,-2.881572443,"South Hemisphere",25,"2017/18"
1000,"Australia","Influenza",2018,4,18,NA,"43220",8,0.032026608,NA,NA,24979230,"2018-Australia",-0.367595262,-3.441188231,"South Hemisphere",26,"2017/18"
1001,"Australia","Influenza",2018,5,19,NA,"43227",11,0.044036586,NA,NA,24979230,"2018-Australia",-0.359970294,-3.1227345,"South Hemisphere",27,"2017/18"
1002,"Australia","Influenza",2018,5,20,NA,"43234",6,0.024019956,NA,NA,24979230,"2018-Australia",-0.372678574,-3.728870303,"South Hemisphere",28,"2017/18"
1003,"Australia","Influenza",2018,5,21,NA,"43241",8,0.032026608,NA,NA,24979230,"2018-Australia",-0.367595262,-3.441188231,"South Hemisphere",29,"2017/18"
1004,"Australia","Influenza",2018,5,22,NA,"43248",9,0.036029934,NA,NA,24979230,"2018-Australia",-0.365053606,-3.323405195,"South Hemisphere",30,"2017/18"
1005,"Australia","Influenza",2018,6,23,NA,"43255",4,0.016013304,NA,NA,24979230,"2018-Australia",-0.377761886,-4.134335411,"South Hemisphere",31,"2017/18"
1006,"Australia","Influenza",2018,6,24,NA,"43262",9,0.036029934,NA,NA,24979230,"2018-Australia",-0.365053606,-3.323405195,"South Hemisphere",32,"2017/18"
1007,"Australia","Influenza",2018,6,25,NA,"43269",13,0.052043238,NA,NA,24979230,"2018-Australia",-0.354886982,-2.955680415,"South Hemisphere",33,"2017/18"
1008,"Australia","Influenza",2018,6,26,NA,"43276",13,0.052043238,NA,NA,24979230,"2018-Australia",-0.354886982,-2.955680415,"South Hemisphere",34,"2017/18"
1009,"Australia","Influenza",2018,7,27,NA,"43283",23,0.092076497,NA,NA,24979230,"2018-Australia",-0.329470422,-2.385135557,"South Hemisphere",35,"2017/18"
1010,"Australia","Influenza",2018,7,28,NA,"43290",22,0.088073171,NA,NA,24979230,"2018-Australia",-0.332012078,-2.429587319,"South Hemisphere",36,"2017/18"
1011,"Australia","Influenza",2018,7,29,NA,"43297",26,0.104086475,NA,NA,24979230,"2018-Australia",-0.321845454,-2.262533235,"South Hemisphere",37,"2017/18"
1012,"Australia","Influenza",2018,7,30,NA,"43304",38,0.152126387,NA,NA,24979230,"2018-Australia",-0.291345582,-1.883043613,"South Hemisphere",38,"2017/18"
1013,"Australia","Influenza",2018,7,31,NA,"43311",28,0.112093127,NA,NA,24979230,"2018-Australia",-0.316762142,-2.188425262,"South Hemisphere",39,"2017/18"
1014,"Australia","Influenza",2018,8,32,NA,"43318",40,0.160133039,NA,NA,24979230,"2018-Australia",-0.28626227,-1.831750318,"South Hemisphere",40,"2017/18"
1015,"Australia","Influenza",2018,8,33,NA,"43325",35,0.140116409,NA,NA,24979230,"2018-Australia",-0.29897055,-1.965281711,"South Hemisphere",41,"2017/18"
1016,"Australia","Influenza",2018,8,34,NA,"43332",59,0.236196232,NA,NA,24979230,"2018-Australia",-0.237970807,-1.443092329,"South Hemisphere",42,"2017/18"
1017,"Australia","Influenza",2018,8,35,NA,"43339",54,0.216179602,NA,NA,24979230,"2018-Australia",-0.250679086,-1.531645726,"South Hemisphere",43,"2017/18"
1018,"Australia","Influenza",2018,9,36,NA,"43346",94,0.376312641,NA,NA,24979230,"2018-Australia",-0.149012847,-0.97733499,"South Hemisphere",44,"2017/18"
1019,"Australia","Influenza",2018,9,37,NA,"43353",67,0.26822284,NA,NA,24979230,"2018-Australia",-0.217637559,-1.315937153,"South Hemisphere",45,"2017/18"
1020,"Australia","Influenza",2018,9,38,NA,"43360",83,0.332276055,NA,NA,24979230,"2018-Australia",-0.176971063,-1.101789165,"South Hemisphere",46,"2017/18"
1021,"Australia","Influenza",2018,9,39,NA,"43367",72,0.288239469,NA,NA,24979230,"2018-Australia",-0.204929279,-1.243963654,"South Hemisphere",47,"2017/18"
1022,"Australia","Influenza",2018,10,40,NA,"43374",84,0.336279381,NA,NA,24979230,"2018-Australia",-0.174429407,-1.089812974,"South Hemisphere",48,"2017/18"
1023,"Australia","Influenza",2018,10,41,NA,"43381",68,0.272226165,NA,NA,24979230,"2018-Australia",-0.215095903,-1.301122067,"South Hemisphere",49,"2017/18"
1024,"Australia","Influenza",2018,10,42,NA,"43388",47,0.18815632,NA,NA,24979230,"2018-Australia",-0.268470678,-1.670482171,"South Hemisphere",50,"2017/18"
1025,"Australia","Influenza",2018,10,43,NA,"43395",26,0.104086475,NA,NA,24979230,"2018-Australia",-0.321845454,-2.262533235,"South Hemisphere",51,"2017/18"
1026,"Australia","Influenza",2017,3,14,NA,"42821",16,0.065066217,NA,NA,24590334,"2017-Australia",-0.346618874,-2.73234981,"South Hemisphere",22,"2016/17"
1027,"Australia","Influenza",2017,4,15,NA,"42828",16,0.065066217,NA,NA,24590334,"2017-Australia",-0.346618874,-2.73234981,"South Hemisphere",23,"2016/17"
1028,"Australia","Influenza",2017,4,16,NA,"42835",8,0.032533108,NA,NA,24590334,"2017-Australia",-0.367273692,-3.42549699,"South Hemisphere",24,"2016/17"
1029,"Australia","Influenza",2017,4,17,NA,"42842",10,0.040666385,NA,NA,24590334,"2017-Australia",-0.362109987,-3.202353439,"South Hemisphere",25,"2016/17"
1030,"Australia","Influenza",2017,4,18,NA,"42849",10,0.040666385,NA,NA,24590334,"2017-Australia",-0.362109987,-3.202353439,"South Hemisphere",26,"2016/17"
1031,"Australia","Influenza",2017,5,19,NA,"42856",10,0.040666385,NA,NA,24590334,"2017-Australia",-0.362109987,-3.202353439,"South Hemisphere",27,"2016/17"
1032,"Australia","Influenza",2017,5,20,NA,"42863",17,0.069132855,NA,NA,24590334,"2017-Australia",-0.344037021,-2.671725188,"South Hemisphere",28,"2016/17"
1033,"Australia","Influenza",2017,5,21,NA,"42870",28,0.113865879,NA,NA,24590334,"2017-Australia",-0.315636646,-2.172734022,"South Hemisphere",29,"2016/17"
1034,"Australia","Influenza",2017,5,22,NA,"42877",23,0.093532686,NA,NA,24590334,"2017-Australia",-0.328545908,-2.369444316,"South Hemisphere",30,"2016/17"
1035,"Australia","Influenza",2017,5,23,NA,"42884",25,0.101665964,NA,NA,24590334,"2017-Australia",-0.323382203,-2.286062707,"South Hemisphere",31,"2016/17"
1036,"Australia","Influenza",2017,6,24,NA,"42891",36,0.146398988,NA,NA,24590334,"2017-Australia",-0.294981828,-1.921419593,"South Hemisphere",32,"2016/17"
1037,"Australia","Influenza",2017,6,25,NA,"42898",44,0.178932096,NA,NA,24590334,"2017-Australia",-0.27432701,-1.720748898,"South Hemisphere",33,"2016/17"
1038,"Australia","Influenza",2017,6,26,NA,"42905",67,0.272464782,NA,NA,24590334,"2017-Australia",-0.214944408,-1.300245912,"South Hemisphere",34,"2016/17"
1039,"Australia","Influenza",2017,6,27,NA,"42912",144,0.58559595,NA,NA,24590334,"2017-Australia",-0.016141784,-0.535125232,"South Hemisphere",35,"2016/17"
1040,"Australia","Influenza",2017,7,28,NA,"42919",183,0.744194853,NA,NA,24590334,"2017-Australia",0.084550454,-0.295452379,"South Hemisphere",36,"2016/17"
1041,"Australia","Influenza",2017,7,29,NA,"42926",207,0.841794178,NA,NA,24590334,"2017-Australia",0.146514909,-0.172219739,"South Hemisphere",37,"2016/17"
1042,"Australia","Influenza",2017,7,30,NA,"42933",278,1.130525515,NA,NA,24590334,"2017-Australia",0.329826419,0.122682582,"South Hemisphere",38,"2016/17"
1043,"Australia","Influenza",2017,7,31,NA,"42940",280,1.138658792,NA,NA,24590334,"2017-Australia",0.334990124,0.129851071,"South Hemisphere",39,"2016/17"
1044,"Australia","Influenza",2017,7,32,NA,"42947",382,1.553455923,NA,NA,24590334,"2017-Australia",0.598339055,0.440482077,"South Hemisphere",40,"2016/17"
1045,"Australia","Influenza",2017,8,33,NA,"42954",408,1.659188525,NA,NA,24590334,"2017-Australia",0.665467213,0.506328643,"South Hemisphere",41,"2016/17"
1046,"Australia","Influenza",2017,8,34,NA,"42961",419,1.703921549,NA,NA,24590334,"2017-Australia",0.693867588,0.532932388,"South Hemisphere",42,"2016/17"
1047,"Australia","Influenza",2017,8,35,NA,"42968",474,1.927586669,NA,NA,24590334,"2017-Australia",0.835869463,0.65626879,"South Hemisphere",43,"2016/17"
1048,"Australia","Influenza",2017,8,36,NA,"42975",425,1.72832138,NA,NA,24590334,"2017-Australia",0.709358702,0.547150637,"South Hemisphere",44,"2016/17"
1049,"Australia","Influenza",2017,9,37,NA,"42982",395,1.606322224,NA,NA,24590334,"2017-Australia",0.631903134,0.473947233,"South Hemisphere",45,"2016/17"
1050,"Australia","Influenza",2017,9,38,NA,"42989",358,1.455856598,NA,NA,24590334,"2017-Australia",0.5363746,0.375594455,"South Hemisphere",46,"2016/17"
1051,"Australia","Influenza",2017,9,39,NA,"42996",284,1.154925346,NA,NA,24590334,"2017-Australia",0.345317533,0.144035706,"South Hemisphere",47,"2016/17"
1052,"Australia","Influenza",2017,9,40,NA,"43003",204,0.829594263,NA,NA,24590334,"2017-Australia",0.138769352,-0.186818538,"South Hemisphere",48,"2016/17"
1053,"Australia","Influenza",2017,10,41,NA,"43010",113,0.459530155,NA,NA,24590334,"2017-Australia",-0.096179204,-0.777550713,"South Hemisphere",49,"2016/17"
1054,"Australia","Influenza",2017,10,42,NA,"43017",68,0.276531421,NA,NA,24590334,"2017-Australia",-0.212362556,-1.285430827,"South Hemisphere",50,"2016/17"
1055,"Australia","Influenza",2017,10,43,NA,"43024",30,0.121999156,NA,NA,24590334,"2017-Australia",-0.310472942,-2.10374115,"South Hemisphere",51,"2016/17"
