,Country,Disease,Year,Month,Week_num,Week_type,Week_date,hospitalisation_num,hospitalisation_rate,Flu_A,Flu_B,Population,Year_Country,hospitalisation_rate_scaled,hospitalisation_rate_log,hemisphere
244,Türkiye,Influenza,2019,3,11,isoweek,43772,1,0.001202574,1,0,83154997,2019-Türkiye,-0.387165013,-6.723291393,North Hemisphere
245,Türkiye,Influenza,2019,3,10,isoweek,43558,2,0.002405147,2,0,83154997,2019-Türkiye,-0.386401515,-6.030144212,North Hemisphere
246,Türkiye,Influenza,2019,2,9,isoweek,25/02/2019,3,0.003607721,3,0,83154997,2019-Türkiye,-0.385638018,-5.624679104,North Hemisphere
247,Türkiye,Influenza,2019,2,8,isoweek,18/02/2019,2,0.002405147,2,0,83154997,2019-Türkiye,-0.386401515,-6.030144212,North Hemisphere
248,Türkiye,Influenza,2019,2,7,isoweek,43771,6,0.007215441,6,0,83154997,2019-Türkiye,-0.383347526,-4.931531924,North Hemisphere
249,Türkiye,Influenza,2019,2,6,isoweek,43557,8,0.009620588,8,0,83154997,2019-Türkiye,-0.381820532,-4.643849851,North Hemisphere
250,Türkiye,Influenza,2019,1,5,isoweek,28/01/2019,17,0.02044375,17,0,83154997,2019-Türkiye,-0.374949057,-3.890078049,North Hemisphere
251,Türkiye,Influenza,2019,1,4,isoweek,21/01/2019,18,0.021646324,18,0,83154997,2019-Türkiye,-0.37418556,-3.832919635,North Hemisphere
252,Türkiye,Influenza,2019,1,3,isoweek,14/01/2019,27,0.032469486,27,0,83154997,2019-Türkiye,-0.367314085,-3.427454527,North Hemisphere
253,Türkiye,Influenza,2019,1,2,isoweek,43647,24,0.028861765,24,0,83154997,2019-Türkiye,-0.369604576,-3.545237563,North Hemisphere
254,Türkiye,Influenza,2019,12,1,isoweek,30/12/2019,20,0.024051471,20,0,83154997,2019-Türkiye,-0.372658565,-3.727559119,North Hemisphere
255,Türkiye,Influenza,2018,12,52,isoweek,NA,21,0.025608544,20,1,82003882,2018-Türkiye,-0.371670001,-3.664829243,North Hemisphere
256,Türkiye,Influenza,2018,12,51,isoweek,NA,14,0.017072363,14,0,82003882,2018-Türkiye,-0.377089504,-4.070294351,North Hemisphere
257,Türkiye,Influenza,2018,12,50,isoweek,NA,4,0.004877818,4,0,82003882,2018-Türkiye,-0.384831651,-5.323057319,North Hemisphere
258,Türkiye,Influenza,2018,11,49,isoweek,NA,3,0.003658363,3,0,82003882,2018-Türkiye,-0.385605866,-5.610739392,North Hemisphere
259,Türkiye,Influenza,2018,11,48,isoweek,NA,3,0.003658363,3,0,82003882,2018-Türkiye,-0.385605866,-5.610739392,North Hemisphere
260,Türkiye,Influenza,2018,9,39,isoweek,NA,5,0.006097272,4,1,82003882,2018-Türkiye,-0.384057436,-5.099913768,North Hemisphere
261,Türkiye,Influenza,2018,7,28,isoweek,NA,1,0.001219454,0,1,82003882,2018-Türkiye,-0.387154295,-6.709351681,North Hemisphere
262,Türkiye,Influenza,2018,5,20,isoweek,NA,2,0.002438909,0,2,82003882,2018-Türkiye,-0.38638008,-6.0162045,North Hemisphere
263,Türkiye,Influenza,2018,4,18,isoweek,NA,1,0.001219454,0,1,82003882,2018-Türkiye,-0.387154295,-6.709351681,North Hemisphere
264,Türkiye,Influenza,2018,4,17,isoweek,NA,1,0.001219454,0,1,82003882,2018-Türkiye,-0.387154295,-6.709351681,North Hemisphere
265,Türkiye,Influenza,2018,4,15,isoweek,NA,1,0.001219454,1,0,82003882,2018-Türkiye,-0.387154295,-6.709351681,North Hemisphere
266,Türkiye,Influenza,2018,4,14,isoweek,NA,2,0.002438909,0,2,82003882,2018-Türkiye,-0.38638008,-6.0162045,North Hemisphere
267,Türkiye,Influenza,2018,3,13,isoweek,NA,3,0.003658363,1,2,82003882,2018-Türkiye,-0.385605866,-5.610739392,North Hemisphere
268,Türkiye,Influenza,2018,3,12,isoweek,NA,5,0.006097272,2,3,82003882,2018-Türkiye,-0.384057436,-5.099913768,North Hemisphere
269,Türkiye,Influenza,2018,3,11,isoweek,NA,6,0.007316727,1,5,82003882,2018-Türkiye,-0.383283222,-4.917592211,North Hemisphere
270,Türkiye,Influenza,2018,3,10,isoweek,NA,7,0.008536181,1,6,82003882,2018-Türkiye,-0.382509007,-4.763441532,North Hemisphere
271,Türkiye,Influenza,2018,2,9,isoweek,NA,11,0.013413999,5,6,82003882,2018-Türkiye,-0.379412148,-4.311456408,North Hemisphere
272,Türkiye,Influenza,2018,2,8,isoweek,NA,21,0.025608544,10,11,82003882,2018-Türkiye,-0.371670001,-3.664829243,North Hemisphere
273,Türkiye,Influenza,2018,2,7,isoweek,NA,21,0.025608544,10,11,82003882,2018-Türkiye,-0.371670001,-3.664829243,North Hemisphere
274,Türkiye,Influenza,2018,2,6,isoweek,NA,27,0.032925271,17,10,82003882,2018-Türkiye,-0.367024713,-3.413514815,North Hemisphere
275,Türkiye,Influenza,2018,1,5,isoweek,NA,25,0.030486362,13,12,82003882,2018-Türkiye,-0.368573143,-3.490475856,North Hemisphere
276,Türkiye,Influenza,2018,1,4,isoweek,NA,50,0.060972723,38,12,82003882,2018-Türkiye,-0.349217776,-2.797328675,North Hemisphere
277,Türkiye,Influenza,2018,1,3,isoweek,NA,68,0.082922904,64,4,82003882,2018-Türkiye,-0.335281911,-2.489843975,North Hemisphere
278,Türkiye,Influenza,2018,1,2,isoweek,NA,42,0.051217088,37,5,82003882,2018-Türkiye,-0.355411493,-2.971682062,North Hemisphere
279,Türkiye,Influenza,2018,1,1,isoweek,NA,24,0.029266907,19,5,82003882,2018-Türkiye,-0.369347357,-3.53129785,North Hemisphere
280,Türkiye,Influenza,2017,12,52,isoweek,NA,17,0.021036864,15,2,80810525,2017-Türkiye,-0.374572498,-3.861478966,North Hemisphere
281,Türkiye,Influenza,2017,12,51,isoweek,NA,18,0.022274326,12,6,80810525,2017-Türkiye,-0.37378685,-3.804320552,North Hemisphere
282,Türkiye,Influenza,2017,12,50,isoweek,NA,8,0.009899701,8,0,80810525,2017-Türkiye,-0.381643328,-4.615250768,North Hemisphere
283,Türkiye,Influenza,2017,12,49,isoweek,NA,2,0.002474925,1,1,80810525,2017-Türkiye,-0.386357214,-6.001545129,North Hemisphere
284,Türkiye,Influenza,2017,11,48,isoweek,NA,1,0.001237463,1,0,80810525,2017-Türkiye,-0.387142862,-6.69469231,North Hemisphere
285,Türkiye,Influenza,2017,11,47,isoweek,NA,2,0.002474925,2,0,80810525,2017-Türkiye,-0.386357214,-6.001545129,North Hemisphere
286,Türkiye,Influenza,2017,11,46,isoweek,NA,1,0.001237463,1,0,80810525,2017-Türkiye,-0.387142862,-6.69469231,North Hemisphere
287,France,Influenza,2023,NA,1,Epiweek,44855,80,0.123539562,NA,NA,64756584,2023-France,-0.30949496,-2.091193837,North Hemisphere
288,France,Influenza,2023,NA,2,Epiweek,44862,17,0.026252157,NA,NA,64756584,2023-France,-0.37126138,-3.640007128,North Hemisphere
289,France,Influenza,2023,NA,3,Epiweek,44869,7,0.010809712,NA,NA,64756584,2023-France,-0.381065574,-4.527310323,North Hemisphere
290,France,Influenza,2023,NA,4,Epiweek,44876,12,0.018530934,NA,NA,64756584,2023-France,-0.376163477,-3.988313822,North Hemisphere
291,France,Influenza,2023,NA,5,Epiweek,44883,14,0.021619423,NA,NA,64756584,2023-France,-0.374202639,-3.834163142,North Hemisphere
292,France,Influenza,2023,NA,6,Epiweek,44890,29,0.044783091,NA,NA,64756584,2023-France,-0.359496348,-3.105924642,North Hemisphere
293,France,Influenza,2023,NA,7,Epiweek,44897,35,0.054048558,NA,NA,64756584,2023-France,-0.353613832,-2.91787241,North Hemisphere
294,France,Influenza,2023,NA,8,Epiweek,44904,42,0.06485827,NA,NA,64756584,2023-France,-0.346750896,-2.735550854,North Hemisphere
295,France,Influenza,2023,NA,9,Epiweek,44911,14,0.021619423,NA,NA,64756584,2023-France,-0.374202639,-3.834163142,North Hemisphere
296,France,Influenza,2023,NA,10,Epiweek,44919,14,0.021619423,NA,NA,64756584,2023-France,-0.374202639,-3.834163142,North Hemisphere
297,France,Influenza,2023,NA,11,Epiweek,44926,12,0.018530934,NA,NA,64756584,2023-France,-0.376163477,-3.988313822,North Hemisphere
298,France,Influenza,2023,NA,12,Epiweek,44933,5,0.007721223,NA,NA,64756584,2023-France,-0.383026413,-4.863782559,North Hemisphere
299,France,Influenza,2023,NA,13,Epiweek,44940,7,0.010809712,NA,NA,64756584,2023-France,-0.381065574,-4.527310323,North Hemisphere
300,France,Influenza,2023,NA,14,Epiweek,44947,3,0.004632734,NA,NA,64756584,2023-France,-0.384987252,-5.374608183,North Hemisphere
301,France,Influenza,2023,NA,15,Epiweek,44954,2,0.003088489,NA,NA,64756584,2023-France,-0.385967671,-5.780073291,North Hemisphere
302,France,Influenza,2023,NA,16,Epiweek,44961,2,0.003088489,NA,NA,64756584,2023-France,-0.385967671,-5.780073291,North Hemisphere
303,France,Influenza,2023,NA,17,Epiweek,44968,1,0.001544245,NA,NA,64756584,2023-France,-0.38694809,-6.473220472,North Hemisphere
304,France,Influenza,2023,NA,18,Epiweek,44975,3,0.004632734,NA,NA,64756584,2023-France,-0.384987252,-5.374608183,North Hemisphere
305,France,Influenza,2023,NA,19,Epiweek,44982,2,0.003088489,NA,NA,64756584,2023-France,-0.385967671,-5.780073291,North Hemisphere
306,France,Influenza,2023,NA,20,Epiweek,44989,2,0.003088489,NA,NA,64756584,2023-France,-0.385967671,-5.780073291,North Hemisphere
307,France,Influenza,2023,NA,21,Epiweek,44996,2,0.003088489,NA,NA,64756584,2023-France,-0.385967671,-5.780073291,North Hemisphere
308,France,Influenza,2023,NA,22,Epiweek,45003,1,0.001544245,NA,NA,64756584,2023-France,-0.38694809,-6.473220472,North Hemisphere
309,France,Influenza,2022,NA,41,Epiweek,44834,1,0.00154735,NA,NA,64626628,2022-France,-0.386946119,-6.471211617,North Hemisphere
310,France,Influenza,2022,NA,42,Epiweek,44841,2,0.0030947,NA,NA,64626628,2022-France,-0.385963728,-5.778064436,North Hemisphere
311,France,Influenza,2022,NA,43,Epiweek,44848,3,0.004642049,NA,NA,64626628,2022-France,-0.384981337,-5.372599328,North Hemisphere
312,France,Influenza,2022,NA,44,Epiweek,44855,6,0.009284099,NA,NA,64626628,2022-France,-0.382034165,-4.679452148,North Hemisphere
313,France,Influenza,2022,NA,45,Epiweek,44862,5,0.007736749,NA,NA,64626628,2022-France,-0.383016555,-4.861773705,North Hemisphere
314,France,Influenza,2022,NA,46,Epiweek,44869,6,0.009284099,NA,NA,64626628,2022-France,-0.382034165,-4.679452148,North Hemisphere
315,France,Influenza,2022,NA,47,Epiweek,44876,7,0.010831449,NA,NA,64626628,2022-France,-0.381051774,-4.525301468,North Hemisphere
316,France,Influenza,2022,NA,48,Epiweek,44883,26,0.040231095,NA,NA,64626628,2022-France,-0.362386347,-3.213115079,North Hemisphere
317,France,Influenza,2022,NA,49,Epiweek,44890,64,0.099030387,NA,NA,64626628,2022-France,-0.325055494,-2.312328534,North Hemisphere
318,France,Influenza,2022,NA,50,Epiweek,44834,105,0.162471729,NA,NA,64626628,2022-France,-0.284777468,-1.817251267,North Hemisphere
319,France,Influenza,2022,NA,51,Epiweek,44841,179,0.276975614,NA,NA,64626628,2022-France,-0.212080544,-1.283825811,North Hemisphere
320,France,Influenza,2022,NA,52,Epiweek,44848,192,0.297091162,NA,NA,64626628,2022-France,-0.199309462,-1.213716245,North Hemisphere
321,France,Influenza,2022,NA,2,Epiweek,44562,5,0.007736749,NA,NA,64626628,2022-France,-0.383016555,-4.861773705,North Hemisphere
322,France,Influenza,2022,NA,3,Epiweek,44569,8,0.012378798,NA,NA,64626628,2022-France,-0.380069383,-4.391770075,North Hemisphere
323,France,Influenza,2022,NA,4,Epiweek,44576,7,0.010831449,NA,NA,64626628,2022-France,-0.381051774,-4.525301468,North Hemisphere
324,France,Influenza,2022,NA,5,Epiweek,44583,6,0.009284099,NA,NA,64626628,2022-France,-0.382034165,-4.679452148,North Hemisphere
325,France,Influenza,2022,NA,6,Epiweek,44590,9,0.013926148,NA,NA,64626628,2022-France,-0.379086992,-4.27398704,North Hemisphere
326,France,Influenza,2022,NA,7,Epiweek,44597,12,0.018568198,NA,NA,64626628,2022-France,-0.376139819,-3.986304967,North Hemisphere
327,France,Influenza,2022,NA,8,Epiweek,44604,28,0.043325794,NA,NA,64626628,2022-France,-0.360421565,-3.139007107,North Hemisphere
328,France,Influenza,2022,NA,9,Epiweek,44611,36,0.055704593,NA,NA,64626628,2022-France,-0.352562438,-2.887692679,North Hemisphere
329,France,Influenza,2022,NA,10,Epiweek,44618,50,0.07736749,NA,NA,64626628,2022-France,-0.338808966,-2.559188612,North Hemisphere
330,France,Influenza,2022,NA,11,Epiweek,44625,63,0.097483037,NA,NA,64626628,2022-France,-0.326037885,-2.328076891,North Hemisphere
331,France,Influenza,2022,NA,12,Epiweek,44632,57,0.088198939,NA,NA,64626628,2022-France,-0.33193223,-2.428160349,North Hemisphere
332,France,Influenza,2022,NA,13,Epiweek,44639,48,0.07427279,NA,NA,64626628,2022-France,-0.340773748,-2.600010606,North Hemisphere
333,France,Influenza,2022,NA,14,Epiweek,44646,26,0.040231095,NA,NA,64626628,2022-France,-0.362386347,-3.213115079,North Hemisphere
334,France,Influenza,2022,NA,15,Epiweek,44653,3,0.004642049,NA,NA,64626628,2022-France,-0.384981337,-5.372599328,North Hemisphere
335,France,Influenza,2022,NA,16,Epiweek,44660,2,0.0030947,NA,NA,64626628,2022-France,-0.385963728,-5.778064436,North Hemisphere
336,France,Influenza,2021,NA,1,Epiweek,44190,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
337,France,Influenza,2021,NA,2,Epiweek,44197,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
338,France,Influenza,2021,NA,3,Epiweek,44204,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
339,France,Influenza,2021,NA,4,Epiweek,44211,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
340,France,Influenza,2021,NA,7,Epiweek,44232,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
341,France,Influenza,2021,NA,8,Epiweek,44239,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
342,France,Influenza,2021,NA,9,Epiweek,44246,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
343,France,Influenza,2021,NA,10,Epiweek,44253,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
344,France,Influenza,2021,NA,11,Epiweek,44260,5,0.007748161,NA,NA,64531444,2021-France,-0.38300931,-4.860299789,North Hemisphere
345,France,Influenza,2021,NA,12,Epiweek,44267,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
346,France,Influenza,2021,NA,13,Epiweek,44274,2,0.003099264,NA,NA,64531444,2021-France,-0.38596083,-5.776590521,North Hemisphere
347,France,Influenza,2021,NA,15,Epiweek,44288,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
348,France,Influenza,2021,NA,16,Epiweek,44295,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
349,France,Influenza,2021,NA,44,Epiweek,44491,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
350,France,Influenza,2021,NA,45,Epiweek,44498,1,0.001549632,NA,NA,64531444,2021-France,-0.38694467,-6.469737702,North Hemisphere
351,France,Influenza,2021,NA,46,Epiweek,44505,3,0.004648896,NA,NA,64531444,2021-France,-0.38497699,-5.371125413,North Hemisphere
352,France,Influenza,2021,NA,47,Epiweek,44512,4,0.006198529,NA,NA,64531444,2021-France,-0.38399315,-5.083443341,North Hemisphere
353,France,Influenza,2021,NA,48,Epiweek,44519,3,0.004648896,NA,NA,64531444,2021-France,-0.38497699,-5.371125413,North Hemisphere
354,France,Influenza,2021,NA,49,Epiweek,44526,5,0.007748161,NA,NA,64531444,2021-France,-0.38300931,-4.860299789,North Hemisphere
355,France,Influenza,2021,NA,50,Epiweek,44533,10,0.015496321,NA,NA,64531444,2021-France,-0.378090111,-4.167152609,North Hemisphere
356,France,Influenza,2021,NA,51,Epiweek,44540,9,0.013946689,NA,NA,64531444,2021-France,-0.379073951,-4.272513125,North Hemisphere
357,France,Influenza,2021,NA,52,Epiweek,44547,26,0.040290436,NA,NA,64531444,2021-France,-0.362348672,-3.211641164,North Hemisphere
358,France,Influenza,2021,NA,1,Epiweek,44190,26,0.040290436,NA,NA,64531444,2021-France,-0.362348672,-3.211641164,North Hemisphere
359,France,Influenza,2020,NA,52,Epiweek,44180,46,0.071339892,NA,NA,64480053,2020-France,-0.342635805,-2.640299617,North Hemisphere
360,France,Influenza,2020,NA,1,Epiweek,43823,50,0.077543361,NA,NA,64480053,2020-France,-0.338697308,-2.556918008,North Hemisphere
361,France,Influenza,2020,NA,2,Epiweek,43830,50,0.077543361,NA,NA,64480053,2020-France,-0.338697308,-2.556918008,North Hemisphere
362,France,Influenza,2020,NA,3,Epiweek,43837,54,0.083746829,NA,NA,64480053,2020-France,-0.334758812,-2.479956967,North Hemisphere
363,France,Influenza,2020,NA,4,Epiweek,43844,105,0.162841057,NA,NA,64480053,2020-France,-0.284542987,-1.814980663,North Hemisphere
364,France,Influenza,2020,NA,5,Epiweek,43851,103,0.159739323,NA,NA,64480053,2020-France,-0.286512235,-1.834212025,North Hemisphere
365,France,Influenza,2020,NA,6,Epiweek,43858,117,0.181451464,NA,NA,64480053,2020-France,-0.272727499,-1.706767078,North Hemisphere
366,France,Influenza,2020,NA,7,Epiweek,43865,116,0.179900597,NA,NA,64480053,2020-France,-0.273712123,-1.715350822,North Hemisphere
367,France,Influenza,2020,NA,8,Epiweek,43872,72,0.111662439,NA,NA,64480053,2020-France,-0.31703558,-2.192274894,North Hemisphere
368,France,Influenza,2020,NA,9,Epiweek,43879,50,0.077543361,NA,NA,64480053,2020-France,-0.338697308,-2.556918008,North Hemisphere
369,France,Influenza,2020,NA,10,Epiweek,43886,16,0.024813875,NA,NA,64480053,2020-France,-0.372174525,-3.696352291,North Hemisphere
370,France,Influenza,2020,NA,11,Epiweek,43893,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
371,France,Influenza,2020,NA,12,Epiweek,43900,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
372,France,Influenza,2020,NA,39,Epiweek,44090,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
373,France,Influenza,2020,NA,41,Epiweek,44104,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
374,France,Influenza,2020,NA,42,Epiweek,44111,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
375,France,Influenza,2020,NA,43,Epiweek,44118,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
376,France,Influenza,2020,NA,44,Epiweek,44125,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
377,France,Influenza,2020,NA,45,Epiweek,44132,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
378,France,Influenza,2020,NA,46,Epiweek,44139,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
379,France,Influenza,2020,NA,47,Epiweek,44146,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
380,France,Influenza,2020,NA,48,Epiweek,44153,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
381,France,Influenza,2020,NA,49,Epiweek,44160,2,0.003101734,NA,NA,64480053,2020-France,-0.385959262,-5.775793833,North Hemisphere
382,France,Influenza,2020,NA,50,Epiweek,44167,1,0.001550867,NA,NA,64480053,2020-France,-0.386943886,-6.468941013,North Hemisphere
383,France,Influenza,2019,NA,52,Epiweek,#########,62,0.096273652,NA,NA,64399759,2019-France,-0.326805707,-2.340560599,North Hemisphere
384,France,Influenza,2019,NA,1,Epiweek,#########,85,0.131988072,NA,NA,64399759,2019-France,-0.304131118,-2.025043727,North Hemisphere
385,France,Influenza,2019,NA,2,Epiweek,#########,116,0.180124898,NA,NA,64399759,2019-France,-0.273569717,-1.714104793,North Hemisphere
386,France,Influenza,2019,NA,3,Epiweek,43472,194,0.301243363,NA,NA,64399759,2019-France,-0.196673287,-1.199836825,North Hemisphere
387,France,Influenza,2019,NA,4,Epiweek,43479,281,0.436337037,NA,NA,64399759,2019-France,-0.110904193,-0.829340315,North Hemisphere
388,France,Influenza,2019,NA,5,Epiweek,43486,284,0.440995439,NA,NA,64399759,2019-France,-0.107946638,-0.818720746,North Hemisphere
389,France,Influenza,2019,NA,6,Epiweek,43493,302,0.468945854,NA,NA,64399759,2019-France,-0.090201308,-0.757267966,North Hemisphere
390,France,Influenza,2019,NA,7,Epiweek,43500,203,0.315218571,NA,NA,64399759,2019-France,-0.187800622,-1.154489005,North Hemisphere
391,France,Influenza,2019,NA,8,Epiweek,43507,50,0.077640042,NA,NA,64399759,2019-France,-0.338635927,-2.555671978,North Hemisphere
392,France,Influenza,2019,NA,9,Epiweek,43514,51,0.079192843,NA,NA,64399759,2019-France,-0.337650075,-2.535869351,North Hemisphere
393,France,Influenza,2019,NA,10,Epiweek,43521,27,0.041925623,NA,NA,64399759,2019-France,-0.361310515,-3.171858118,North Hemisphere
394,France,Influenza,2019,NA,11,Epiweek,43528,17,0.026397614,NA,NA,64399759,2019-France,-0.371169032,-3.63448164,North Hemisphere
395,France,Influenza,2019,NA,12,Epiweek,43535,9,0.013975208,NA,NA,64399759,2019-France,-0.379055845,-4.270470407,North Hemisphere
396,France,Influenza,2019,NA,13,Epiweek,43542,8,0.012422407,NA,NA,64399759,2019-France,-0.380041696,-4.388253442,North Hemisphere
397,France,Influenza,2019,NA,14,Epiweek,43549,1,0.001552801,NA,NA,64399759,2019-France,-0.386942658,-6.467694984,North Hemisphere
398,France,Influenza,2019,NA,39,Epiweek,43724,1,0.001552801,NA,NA,64399759,2019-France,-0.386942658,-6.467694984,North Hemisphere
399,France,Influenza,2019,NA,41,Epiweek,43738,1,0.001552801,NA,NA,64399759,2019-France,-0.386942658,-6.467694984,North Hemisphere
400,France,Influenza,2019,NA,42,Epiweek,43745,1,0.001552801,NA,NA,64399759,2019-France,-0.386942658,-6.467694984,North Hemisphere
401,France,Influenza,2019,NA,43,Epiweek,43752,1,0.001552801,NA,NA,64399759,2019-France,-0.386942658,-6.467694984,North Hemisphere
402,France,Influenza,2019,NA,44,Epiweek,43759,1,0.001552801,NA,NA,64399759,2019-France,-0.386942658,-6.467694984,North Hemisphere
403,France,Influenza,2019,NA,45,Epiweek,43766,6,0.009316805,NA,NA,64399759,2019-France,-0.3820134,-4.675935515,North Hemisphere
404,France,Influenza,2019,NA,46,Epiweek,43773,2,0.003105602,NA,NA,64399759,2019-France,-0.385956806,-5.774547803,North Hemisphere
405,France,Influenza,2019,NA,48,Epiweek,43787,8,0.012422407,NA,NA,64399759,2019-France,-0.380041696,-4.388253442,North Hemisphere
406,France,Influenza,2019,NA,49,Epiweek,43794,9,0.013975208,NA,NA,64399759,2019-France,-0.379055845,-4.270470407,North Hemisphere
407,France,Influenza,2019,NA,50,Epiweek,43801,16,0.024844813,NA,NA,64399759,2019-France,-0.372154883,-3.695106262,North Hemisphere
408,France,Influenza,2019,NA,51,Epiweek,43808,23,0.035714419,NA,NA,64399759,2019-France,-0.365253922,-3.332200768,North Hemisphere
409,France,Influenza,2018,NA,39,Epiweek,43359,1,0.001555747,NA,NA,64277808,2018-France,-0.386940788,-6.465799532,North Hemisphere
410,France,Influenza,2018,NA,41,Epiweek,43373,1,0.001555747,NA,NA,64277808,2018-France,-0.386940788,-6.465799532,North Hemisphere
411,France,Influenza,2018,NA,42,Epiweek,43380,1,0.001555747,NA,NA,64277808,2018-France,-0.386940788,-6.465799532,North Hemisphere
412,France,Influenza,2018,NA,43,Epiweek,#########,1,0.001555747,NA,NA,64277808,2018-France,-0.386940788,-6.465799532,North Hemisphere
413,France,Influenza,2018,NA,44,Epiweek,#########,2,0.003111494,NA,NA,64277808,2018-France,-0.385953066,-5.772652352,North Hemisphere
414,France,Influenza,2018,NA,45,Epiweek,#########,2,0.003111494,NA,NA,64277808,2018-France,-0.385953066,-5.772652352,North Hemisphere
415,France,Influenza,2018,NA,46,Epiweek,43408,3,0.004667241,NA,NA,64277808,2018-France,-0.384965344,-5.367187244,North Hemisphere
416,France,Influenza,2018,NA,47,Epiweek,#########,6,0.009334481,NA,NA,64277808,2018-France,-0.382002177,-4.674040063,North Hemisphere
417,France,Influenza,2018,NA,48,Epiweek,#########,3,0.004667241,NA,NA,64277808,2018-France,-0.384965344,-5.367187244,North Hemisphere
418,France,Influenza,2018,NA,49,Epiweek,#########,24,0.037337925,NA,NA,64277808,2018-France,-0.36422318,-3.287745702,North Hemisphere
419,France,Influenza,2018,NA,50,Epiweek,43436,16,0.02489195,NA,NA,64277808,2018-France,-0.372124957,-3.69321081,North Hemisphere
420,France,Influenza,2018,NA,51,Epiweek,43443,42,0.065341369,NA,NA,64277808,2018-France,-0.346444183,-2.728129914,North Hemisphere
421,England,Influenza,2023,1,1,NA,44927,NA,8.016961098,8,2,56536400,2023-England,4.701928614,2.081559435,North Hemisphere
422,England,Influenza,2023,1,2,NA,44928,NA,3.659427166,7,1,56536400,2023-England,1.935390913,1.297306623,North Hemisphere
423,England,Influenza,2023,1,3,NA,44935,NA,1.714229345,6,3,56536400,2023-England,0.700411865,0.538963618,North Hemisphere
424,England,Influenza,2023,1,4,NA,44942,NA,1.648341775,15,4,56536400,2023-England,0.658580763,0.499769798,North Hemisphere
425,England,Influenza,2023,1,5,NA,44949,NA,1.399184942,15,1,56536400,2023-England,0.500394554,0.335889883,North Hemisphere
426,England,Influenza,2023,1,6,NA,44956,NA,0.98821032,15,0,56536400,2023-England,0.239472481,-0.011859729,North Hemisphere
427,England,Influenza,2023,2,7,NA,44963,NA,1.587832332,34,1,56536400,2023-England,0.620164159,0.462369773,North Hemisphere
428,England,Influenza,2023,2,8,NA,44970,NA,1.282193065,35,0,56536400,2023-England,0.426118038,0.248571944,North Hemisphere
429,England,Influenza,2023,2,9,NA,44977,NA,1.016212702,37,0,56536400,2023-England,0.257250804,0.01608268,North Hemisphere
430,England,Influenza,2023,2,10,NA,44984,NA,0.916672111,75,1,56536400,2023-England,0.194053867,-0.087005438,North Hemisphere
431,England,Influenza,2023,3,11,NA,44991,NA,0.984456062,77,0,56536400,2023-England,0.237088955,-0.015666012,North Hemisphere
432,England,Influenza,2023,3,12,NA,44998,NA,0.655505538,122,0,56536400,2023-England,0.028242841,-0.422348527,North Hemisphere
433,England,Influenza,2023,3,13,NA,45005,NA,0.486595422,108,2,56536400,2023-England,-0.078995843,-0.720322257,North Hemisphere
434,England,Influenza,2023,3,14,NA,45012,NA,0.466424972,147,0,56536400,2023-England,-0.091801781,-0.762658103,North Hemisphere
435,England,Influenza,2023,4,15,NA,45019,NA,0.321892351,77,1,56536400,2023-England,-0.183563532,-1.133538103,North Hemisphere
436,England,Influenza,2023,4,16,NA,45026,NA,0.356973708,87,0,56536400,2023-England,-0.161290866,-1.030093147,North Hemisphere
437,England,Influenza,2023,4,17,NA,45033,NA,0.267331272,43,1,56536400,2023-England,-0.218203602,-1.319266671,North Hemisphere
