"","start_week","week_num","year","age_group","n"
"635",2021-06-21,NA,NA,"65+",12
"636",2021-06-28,NA,NA,"<1",51
"637",2021-06-28,NA,NA,"1-4",63
"638",2021-06-28,NA,NA,"5-17",41
"639",2021-06-28,NA,NA,"18-49",9
"640",2021-06-28,NA,NA,"50-64",8
"641",2021-06-28,NA,NA,"65+",10
"642",2021-07-05,NA,NA,"<1",34
"643",2021-07-05,NA,NA,"1-4",79
"644",2021-07-05,NA,NA,"5-17",40
"645",2021-07-05,NA,NA,"18-49",4
"646",2021-07-05,NA,NA,"50-64",6
"647",2021-07-05,NA,NA,"65+",21
"648",2021-07-12,NA,NA,"<1",41
"649",2021-07-12,NA,NA,"1-4",93
"650",2021-07-12,NA,NA,"5-17",46
"651",2021-07-12,NA,NA,"18-49",4
"652",2021-07-12,NA,NA,"50-64",13
"653",2021-07-12,NA,NA,"65+",19
"654",2021-07-19,NA,NA,"<1",57
"655",2021-07-19,NA,NA,"1-4",58
"656",2021-07-19,NA,NA,"5-17",44
"657",2021-07-19,NA,NA,"18-49",4
"658",2021-07-19,NA,NA,"50-64",1
"659",2021-07-19,NA,NA,"65+",11
"660",2021-07-26,NA,NA,"<1",50
"661",2021-07-26,NA,NA,"1-4",78
"662",2021-07-26,NA,NA,"5-17",42
"663",2021-07-26,NA,NA,"18-49",8
"664",2021-07-26,NA,NA,"50-64",7
"665",2021-07-26,NA,NA,"65+",12
"666",2021-08-02,NA,NA,"<1",33
"667",2021-08-02,NA,NA,"1-4",66
"668",2021-08-02,NA,NA,"5-17",36
"669",2021-08-02,NA,NA,"18-49",11
"670",2021-08-02,NA,NA,"50-64",4
"671",2021-08-02,NA,NA,"65+",19
"672",2021-08-09,NA,NA,"<1",37
"673",2021-08-09,NA,NA,"1-4",70
"674",2021-08-09,NA,NA,"5-17",49
"675",2021-08-09,NA,NA,"18-49",6
"676",2021-08-09,NA,NA,"50-64",5
"677",2021-08-09,NA,NA,"65+",25
"678",2021-08-16,NA,NA,"<1",38
"679",2021-08-16,NA,NA,"1-4",65
"680",2021-08-16,NA,NA,"5-17",39
"681",2021-08-16,NA,NA,"18-49",7
"682",2021-08-16,NA,NA,"50-64",5
"683",2021-08-16,NA,NA,"65+",15
"684",2021-08-23,NA,NA,"<1",34
"685",2021-08-23,NA,NA,"1-4",51
"686",2021-08-23,NA,NA,"5-17",43
"687",2021-08-23,NA,NA,"18-49",5
"688",2021-08-23,NA,NA,"50-64",5
"689",2021-08-23,NA,NA,"65+",10
"690",2021-08-30,NA,NA,"<1",30
"691",2021-08-30,NA,NA,"1-4",35
"692",2021-08-30,NA,NA,"5-17",27
"693",2021-08-30,NA,NA,"18-49",12
"694",2021-08-30,NA,NA,"50-64",2
"695",2021-08-30,NA,NA,"65+",12
"696",2021-09-06,NA,NA,"<1",32
"697",2021-09-06,NA,NA,"1-4",41
"698",2021-09-06,NA,NA,"5-17",23
"699",2021-09-06,NA,NA,"18-49",12
"700",2021-09-06,NA,NA,"50-64",3
"701",2021-09-06,NA,NA,"65+",11
"702",2021-09-13,NA,NA,"<1",33
"703",2021-09-13,NA,NA,"1-4",51
"704",2021-09-13,NA,NA,"5-17",38
"705",2021-09-13,NA,NA,"18-49",1
"706",2021-09-13,NA,NA,"50-64",2
"707",2021-09-13,NA,NA,"65+",6
"708",2021-09-20,NA,NA,"<1",39
"709",2021-09-20,NA,NA,"1-4",54
"710",2021-09-20,NA,NA,"5-17",27
"711",2021-09-20,NA,NA,"18-49",2
"712",2021-09-20,NA,NA,"50-64",4
"713",2021-09-20,NA,NA,"65+",4
"714",2021-09-27,NA,NA,"<1",36
"715",2021-09-27,NA,NA,"1-4",70
"716",2021-09-27,NA,NA,"5-17",58
"717",2021-09-27,NA,NA,"18-49",8
"718",2021-09-27,NA,NA,"50-64",4
"719",2021-09-27,NA,NA,"65+",9
"720",2021-10-04,NA,NA,"<1",39
"721",2021-10-04,NA,NA,"1-4",67
"722",2021-10-04,NA,NA,"5-17",32
"723",2021-10-04,NA,NA,"18-49",3
"724",2021-10-04,NA,NA,"50-64",2
"725",2021-10-04,NA,NA,"65+",5
"726",2021-10-11,NA,NA,"<1",34
"727",2021-10-11,NA,NA,"1-4",58
"728",2021-10-11,NA,NA,"5-17",39
"729",2021-10-11,NA,NA,"18-49",3
"730",2021-10-11,NA,NA,"50-64",5
"731",2021-10-11,NA,NA,"65+",9
"732",2021-10-18,NA,NA,"<1",47
"733",2021-10-18,NA,NA,"1-4",51
"734",2021-10-18,NA,NA,"5-17",50
"735",2021-10-18,NA,NA,"18-49",4
"736",2021-10-18,NA,NA,"50-64",4
"737",2021-10-18,NA,NA,"65+",6
"738",2021-10-25,NA,NA,"<1",58
"739",2021-10-25,NA,NA,"1-4",83
"740",2021-10-25,NA,NA,"5-17",68
"741",2021-10-25,NA,NA,"18-49",8
"742",2021-10-25,NA,NA,"50-64",3
"743",2021-10-25,NA,NA,"65+",11
"744",2021-11-01,NA,NA,"<1",63
"745",2021-11-01,NA,NA,"1-4",76
"746",2021-11-01,NA,NA,"5-17",65
"747",2021-11-01,NA,NA,"18-49",7
"748",2021-11-01,NA,NA,"50-64",7
"749",2021-11-01,NA,NA,"65+",10
"750",2021-11-08,NA,NA,"<1",69
"751",2021-11-08,NA,NA,"1-4",112
"752",2021-11-08,NA,NA,"5-17",75
"753",2021-11-08,NA,NA,"18-49",1
"754",2021-11-08,NA,NA,"50-64",3
"755",2021-11-08,NA,NA,"65+",8
"756",2021-11-15,NA,NA,"<1",64
"757",2021-11-15,NA,NA,"1-4",116
"758",2021-11-15,NA,NA,"5-17",81
"759",2021-11-15,NA,NA,"18-49",5
"760",2021-11-15,NA,NA,"50-64",2
"761",2021-11-15,NA,NA,"65+",16
"762",2021-11-22,NA,NA,"<1",53
"763",2021-11-22,NA,NA,"1-4",86
"764",2021-11-22,NA,NA,"5-17",74
"765",2021-11-22,NA,NA,"18-49",6
"766",2021-11-22,NA,NA,"50-64",4
"767",2021-11-22,NA,NA,"65+",9
"768",2021-11-29,NA,NA,"<1",83
"769",2021-11-29,NA,NA,"1-4",101
"770",2021-11-29,NA,NA,"5-17",95
"771",2021-11-29,NA,NA,"18-49",10
"772",2021-11-29,NA,NA,"50-64",2
"773",2021-11-29,NA,NA,"65+",8
"774",2021-12-06,NA,NA,"<1",63
"775",2021-12-06,NA,NA,"1-4",88
"776",2021-12-06,NA,NA,"5-17",78
"777",2021-12-06,NA,NA,"18-49",6
"778",2021-12-06,NA,NA,"50-64",9
"779",2021-12-06,NA,NA,"65+",12
"780",2021-12-13,NA,NA,"<1",60
"781",2021-12-13,NA,NA,"1-4",123
"782",2021-12-13,NA,NA,"5-17",73
"783",2021-12-13,NA,NA,"18-49",4
"784",2021-12-13,NA,NA,"50-64",8
"785",2021-12-13,NA,NA,"65+",20
"786",2021-12-20,NA,NA,"<1",83
"787",2021-12-20,NA,NA,"1-4",89
"788",2021-12-20,NA,NA,"5-17",77
"789",2021-12-20,NA,NA,"18-49",15
"790",2021-12-20,NA,NA,"50-64",7
"791",2021-12-20,NA,NA,"65+",21
"792",2021-12-27,NA,NA,"<1",67
"793",2021-12-27,NA,NA,"1-4",90
"794",2021-12-27,NA,NA,"5-17",105
"795",2021-12-27,NA,NA,"18-49",17
"796",2021-12-27,NA,NA,"50-64",11
"797",2021-12-27,NA,NA,"65+",26
"798",2022-01-03,1,2022,"18-49",1
"799",2022-01-03,NA,NA,"<1",66
"800",2022-01-03,NA,NA,"1-4",108
"801",2022-01-03,NA,NA,"5-17",99
"802",2022-01-03,NA,NA,"18-49",15
"803",2022-01-03,NA,NA,"50-64",13
"804",2022-01-03,NA,NA,"65+",51
"805",2022-01-10,2,2022,"5-17",1
"806",2022-01-10,NA,NA,"<1",78
"807",2022-01-10,NA,NA,"1-4",119
"808",2022-01-10,NA,NA,"5-17",93
"809",2022-01-10,NA,NA,"18-49",17
"810",2022-01-10,NA,NA,"50-64",16
"811",2022-01-10,NA,NA,"65+",46
"812",2022-01-17,NA,NA,"<1",55
"813",2022-01-17,NA,NA,"1-4",64
"814",2022-01-17,NA,NA,"5-17",54
"815",2022-01-17,NA,NA,"18-49",5
"816",2022-01-17,NA,NA,"50-64",7
"817",2022-01-17,NA,NA,"65+",24
"818",2022-01-24,NA,NA,"<1",36
"819",2022-01-24,NA,NA,"1-4",56
"820",2022-01-24,NA,NA,"5-17",43
"821",2022-01-24,NA,NA,"18-49",6
"822",2022-01-24,NA,NA,"50-64",1
"823",2022-01-24,NA,NA,"65+",14
"824",2022-01-31,NA,NA,"<1",41
"825",2022-01-31,NA,NA,"1-4",46
"826",2022-01-31,NA,NA,"5-17",50
"827",2022-01-31,NA,NA,"18-49",6
"828",2022-01-31,NA,NA,"50-64",7
"829",2022-01-31,NA,NA,"65+",8
"830",2022-02-07,6,2022,"1-4",1
"831",2022-02-07,NA,NA,"<1",41
"832",2022-02-07,NA,NA,"1-4",64
"833",2022-02-07,NA,NA,"5-17",46
"834",2022-02-07,NA,NA,"18-49",8
"835",2022-02-07,NA,NA,"50-64",2
"836",2022-02-07,NA,NA,"65+",13
"837",2022-02-14,NA,NA,"<1",53
"838",2022-02-14,NA,NA,"1-4",62
"839",2022-02-14,NA,NA,"5-17",60
"840",2022-02-14,NA,NA,"18-49",6
"841",2022-02-14,NA,NA,"50-64",6
"842",2022-02-14,NA,NA,"65+",13
"843",2022-02-21,NA,NA,"<1",71
"844",2022-02-21,NA,NA,"1-4",76
"845",2022-02-21,NA,NA,"5-17",62
"846",2022-02-21,NA,NA,"18-49",4
"847",2022-02-21,NA,NA,"50-64",2
"848",2022-02-21,NA,NA,"65+",16
"849",2022-02-28,NA,NA,"<1",75
"850",2022-02-28,NA,NA,"1-4",116
"851",2022-02-28,NA,NA,"5-17",80
"852",2022-02-28,NA,NA,"18-49",7
"853",2022-02-28,NA,NA,"50-64",8
"854",2022-02-28,NA,NA,"65+",16
"855",2022-03-07,NA,NA,"<1",83
"856",2022-03-07,NA,NA,"1-4",120
"857",2022-03-07,NA,NA,"5-17",80
"858",2022-03-07,NA,NA,"18-49",5
"859",2022-03-07,NA,NA,"50-64",10
"860",2022-03-07,NA,NA,"65+",24
"861",2022-03-14,NA,NA,"<1",120
"862",2022-03-14,NA,NA,"1-4",132
"863",2022-03-14,NA,NA,"5-17",107
"864",2022-03-14,NA,NA,"18-49",3
"865",2022-03-14,NA,NA,"50-64",7
"866",2022-03-14,NA,NA,"65+",18
"867",2022-03-21,NA,NA,"<1",134
"868",2022-03-21,NA,NA,"1-4",200
"869",2022-03-21,NA,NA,"5-17",127
"870",2022-03-21,NA,NA,"18-49",13
"871",2022-03-21,NA,NA,"50-64",9
"872",2022-03-21,NA,NA,"65+",28
"873",2022-03-28,NA,NA,"<1",154
"874",2022-03-28,NA,NA,"1-4",209
"875",2022-03-28,NA,NA,"5-17",168
"876",2022-03-28,NA,NA,"18-49",25
"877",2022-03-28,NA,NA,"50-64",8
"878",2022-03-28,NA,NA,"65+",16
"879",2022-04-04,NA,NA,"<1",185
"880",2022-04-04,NA,NA,"1-4",257
"881",2022-04-04,NA,NA,"5-17",155
"882",2022-04-04,NA,NA,"18-49",12
"883",2022-04-04,NA,NA,"50-64",11
"884",2022-04-04,NA,NA,"65+",27
"885",2022-04-11,NA,NA,"<1",186
"886",2022-04-11,NA,NA,"1-4",243
"887",2022-04-11,NA,NA,"5-17",180
"888",2022-04-11,NA,NA,"18-49",17
"889",2022-04-11,NA,NA,"50-64",12
"890",2022-04-11,NA,NA,"65+",26
"891",2022-04-18,NA,NA,"<1",174
"892",2022-04-18,NA,NA,"1-4",256
"893",2022-04-18,NA,NA,"5-17",224
"894",2022-04-18,NA,NA,"18-49",14
"895",2022-04-18,NA,NA,"50-64",22
"896",2022-04-18,NA,NA,"65+",35
"897",2022-04-25,NA,NA,"<1",218
"898",2022-04-25,NA,NA,"1-4",297
"899",2022-04-25,NA,NA,"5-17",237
"900",2022-04-25,NA,NA,"18-49",26
"901",2022-04-25,NA,NA,"50-64",12
"902",2022-04-25,NA,NA,"65+",50
"903",2022-05-02,NA,NA,"<1",153
"904",2022-05-02,NA,NA,"1-4",251
"905",2022-05-02,NA,NA,"5-17",165
"906",2022-05-02,NA,NA,"18-49",23
"907",2022-05-02,NA,NA,"50-64",9
"908",2022-05-02,NA,NA,"65+",32
"909",2022-05-09,NA,NA,"<1",186
"910",2022-05-09,NA,NA,"1-4",269
"911",2022-05-09,NA,NA,"5-17",185
"912",2022-05-09,NA,NA,"18-49",20
"913",2022-05-09,NA,NA,"50-64",12
"914",2022-05-09,NA,NA,"65+",42
"915",2022-05-16,NA,NA,"<1",156
"916",2022-05-16,NA,NA,"1-4",213
"917",2022-05-16,NA,NA,"5-17",160
"918",2022-05-16,NA,NA,"18-49",10
"919",2022-05-16,NA,NA,"50-64",11
"920",2022-05-16,NA,NA,"65+",36
"921",2022-05-23,NA,NA,"<1",161
"922",2022-05-23,NA,NA,"1-4",173
"923",2022-05-23,NA,NA,"5-17",183
"924",2022-05-23,NA,NA,"18-49",19
"925",2022-05-23,NA,NA,"50-64",12
"926",2022-05-23,NA,NA,"65+",51
"927",2022-05-30,NA,NA,"<1",118
"928",2022-05-30,NA,NA,"1-4",154
"929",2022-05-30,NA,NA,"5-17",149
"930",2022-05-30,NA,NA,"18-49",20
"931",2022-05-30,NA,NA,"50-64",10
"932",2022-05-30,NA,NA,"65+",43
"933",2022-06-06,NA,NA,"<1",131
"934",2022-06-06,NA,NA,"1-4",154
"935",2022-06-06,NA,NA,"5-17",104
"936",2022-06-06,NA,NA,"18-49",11
"937",2022-06-06,NA,NA,"50-64",5
"938",2022-06-06,NA,NA,"65+",31
"939",2022-06-13,NA,NA,"<1",81
"940",2022-06-13,NA,NA,"1-4",124
"941",2022-06-13,NA,NA,"5-17",95
"942",2022-06-13,NA,NA,"18-49",4
"943",2022-06-13,NA,NA,"50-64",7
"944",2022-06-13,NA,NA,"65+",22
"945",2022-06-20,NA,NA,"<1",92
"946",2022-06-20,NA,NA,"1-4",110
"947",2022-06-20,NA,NA,"5-17",96
"948",2022-06-20,NA,NA,"18-49",13
"949",2022-06-20,NA,NA,"50-64",4
"950",2022-06-20,NA,NA,"65+",36
"951",2022-06-27,NA,NA,"<1",75
"952",2022-06-27,NA,NA,"1-4",96
"953",2022-06-27,NA,NA,"5-17",110
"954",2022-06-27,NA,NA,"18-49",11
"955",2022-06-27,NA,NA,"50-64",7
"956",2022-06-27,NA,NA,"65+",16
"957",2022-07-04,NA,NA,"<1",75
"958",2022-07-04,NA,NA,"1-4",102
"959",2022-07-04,NA,NA,"5-17",80
"960",2022-07-04,NA,NA,"18-49",9
"961",2022-07-04,NA,NA,"50-64",5
"962",2022-07-04,NA,NA,"65+",11
"963",2022-07-11,NA,NA,"<1",62
"964",2022-07-11,NA,NA,"1-4",94
"965",2022-07-11,NA,NA,"5-17",72
"966",2022-07-11,NA,NA,"18-49",4
"967",2022-07-11,NA,NA,"50-64",1
"968",2022-07-11,NA,NA,"65+",18
"969",2022-07-18,NA,NA,"<1",45
"970",2022-07-18,NA,NA,"1-4",80
"971",2022-07-18,NA,NA,"5-17",56
"972",2022-07-18,NA,NA,"18-49",4
"973",2022-07-18,NA,NA,"50-64",2
"974",2022-07-18,NA,NA,"65+",12
"975",2022-07-25,NA,NA,"<1",39
"976",2022-07-25,NA,NA,"1-4",49
"977",2022-07-25,NA,NA,"5-17",53
"978",2022-07-25,NA,NA,"18-49",5
"979",2022-07-25,NA,NA,"50-64",4
"980",2022-07-25,NA,NA,"65+",6
"981",2022-08-01,NA,NA,"<1",22
"982",2022-08-01,NA,NA,"1-4",40
"983",2022-08-01,NA,NA,"5-17",24
"984",2022-08-01,NA,NA,"18-49",5
"985",2022-08-01,NA,NA,"50-64",1
"986",2022-08-01,NA,NA,"65+",11
"987",2022-08-08,NA,NA,"<1",12
"988",2022-08-08,NA,NA,"1-4",40
"989",2022-08-08,NA,NA,"5-17",34
"990",2022-08-08,NA,NA,"18-49",1
"991",2022-08-08,NA,NA,"65+",4
"992",2022-08-15,NA,NA,"<1",15
"993",2022-08-15,NA,NA,"1-4",34
"994",2022-08-15,NA,NA,"5-17",24
"995",2022-08-15,NA,NA,"18-49",4
"996",2022-08-15,NA,NA,"50-64",1
"997",2022-08-15,NA,NA,"65+",3
"998",2022-08-22,NA,NA,"<1",14
"999",2022-08-22,NA,NA,"1-4",26
"1000",2022-08-22,NA,NA,"5-17",29
"1001",2022-08-22,NA,NA,"18-49",2
"1002",2022-08-22,NA,NA,"65+",3
"1003",2022-08-29,NA,NA,"<1",17
"1004",2022-08-29,NA,NA,"1-4",19
"1005",2022-08-29,NA,NA,"5-17",16
"1006",2022-08-29,NA,NA,"18-49",2
"1007",2022-08-29,NA,NA,"50-64",2
"1008",2022-08-29,NA,NA,"65+",1
"1009",2022-09-05,NA,NA,"<1",8
"1010",2022-09-05,NA,NA,"1-4",28
"1011",2022-09-05,NA,NA,"5-17",26
"1012",2022-09-05,NA,NA,"65+",4
"1013",2022-09-12,NA,NA,"<1",19
"1014",2022-09-12,NA,NA,"1-4",32
"1015",2022-09-12,NA,NA,"5-17",28
"1016",2022-09-12,NA,NA,"18-49",1
"1017",2022-09-12,NA,NA,"65+",2
"1018",2022-09-19,NA,NA,"<1",19
"1019",2022-09-19,NA,NA,"1-4",30
"1020",2022-09-19,NA,NA,"5-17",32
"1021",2022-09-19,NA,NA,"18-49",1
"1022",2022-09-19,NA,NA,"65+",1
"1023",2022-09-26,NA,NA,"<1",22
"1024",2022-09-26,NA,NA,"1-4",34
"1025",2022-09-26,NA,NA,"5-17",28
"1026",2022-09-26,NA,NA,"18-49",2
"1027",2022-09-26,NA,NA,"65+",2
"1028",2022-10-03,NA,NA,"<1",26
"1029",2022-10-03,NA,NA,"1-4",42
"1030",2022-10-03,NA,NA,"5-17",41
"1031",2022-10-03,NA,NA,"18-49",2
"1032",2022-10-03,NA,NA,"50-64",1
"1033",2022-10-03,NA,NA,"65+",1
"1034",2022-10-10,NA,NA,"<1",34
"1035",2022-10-10,NA,NA,"1-4",63
"1036",2022-10-10,NA,NA,"5-17",58
"1037",2022-10-10,NA,NA,"50-64",2
"1038",2022-10-10,NA,NA,"65+",1
"1039",2022-10-17,NA,NA,"<1",53
"1040",2022-10-17,NA,NA,"1-4",84
"1041",2022-10-17,NA,NA,"5-17",74
"1042",2022-10-17,NA,NA,"18-49",1
"1043",2022-10-17,NA,NA,"50-64",1
"1044",2022-10-17,NA,NA,"65+",2
"1045",2022-10-24,NA,NA,"<1",54
"1046",2022-10-24,NA,NA,"1-4",89
"1047",2022-10-24,NA,NA,"5-17",85
"1048",2022-10-24,NA,NA,"18-49",2
"1049",2022-10-24,NA,NA,"50-64",1
"1050",2022-10-24,NA,NA,"65+",2
"1051",2022-10-31,NA,NA,"<1",41
"1052",2022-10-31,NA,NA,"1-4",75
"1053",2022-10-31,NA,NA,"5-17",73
"1054",2022-10-31,NA,NA,"18-49",2
"1055",2022-10-31,NA,NA,"50-64",2
"1056",2022-10-31,NA,NA,"65+",3
"1057",2022-11-07,NA,NA,"<1",68
"1058",2022-11-07,NA,NA,"1-4",90
"1059",2022-11-07,NA,NA,"5-17",93
"1060",2022-11-07,NA,NA,"18-49",3
"1061",2022-11-07,NA,NA,"65+",2
"1062",2022-11-14,NA,NA,"<1",53
"1063",2022-11-14,NA,NA,"1-4",97
"1064",2022-11-14,NA,NA,"5-17",90
"1065",2022-11-14,NA,NA,"18-49",3
"1066",2022-11-14,NA,NA,"50-64",4
"1067",2022-11-14,NA,NA,"65+",3
"1068",2022-11-21,NA,NA,"<1",55
"1069",2022-11-21,NA,NA,"1-4",93
"1070",2022-11-21,NA,NA,"5-17",99
"1071",2022-11-21,NA,NA,"18-49",3
"1072",2022-11-21,NA,NA,"65+",6
"1073",2022-11-28,NA,NA,"<1",74
"1074",2022-11-28,NA,NA,"1-4",78
"1075",2022-11-28,NA,NA,"5-17",89
"1076",2022-11-28,NA,NA,"18-49",4
"1077",2022-11-28,NA,NA,"50-64",1
"1078",2022-11-28,NA,NA,"65+",7
"1079",2022-12-05,NA,NA,"<1",54
"1080",2022-12-05,NA,NA,"1-4",121
"1081",2022-12-05,NA,NA,"5-17",111
"1082",2022-12-05,NA,NA,"18-49",2
"1083",2022-12-05,NA,NA,"50-64",2
"1084",2022-12-05,NA,NA,"65+",5
"1085",2022-12-12,NA,NA,"<1",80
"1086",2022-12-12,NA,NA,"1-4",111
"1087",2022-12-12,NA,NA,"5-17",124
"1088",2022-12-12,NA,NA,"18-49",3
"1089",2022-12-12,NA,NA,"50-64",5
"1090",2022-12-12,NA,NA,"65+",3
"1091",2022-12-19,NA,NA,"<1",94
"1092",2022-12-19,NA,NA,"1-4",109
"1093",2022-12-19,NA,NA,"5-17",132
"1094",2022-12-19,NA,NA,"50-64",2
"1095",2022-12-19,NA,NA,"65+",2
"1096",2022-12-26,NA,NA,"<1",90
"1097",2022-12-26,NA,NA,"1-4",114
"1098",2022-12-26,NA,NA,"5-17",135
"1099",2022-12-26,NA,NA,"18-49",9
"1100",2022-12-26,NA,NA,"50-64",3
"1101",2022-12-26,NA,NA,"65+",9
"1102",2023-01-02,NA,NA,"<1",77
"1103",2023-01-02,NA,NA,"1-4",109
"1104",2023-01-02,NA,NA,"5-17",129
"1105",2023-01-02,NA,NA,"18-49",9
"1106",2023-01-02,NA,NA,"50-64",3
"1107",2023-01-02,NA,NA,"65+",7
"1108",2023-01-09,NA,NA,"<1",68
"1109",2023-01-09,NA,NA,"1-4",86
"1110",2023-01-09,NA,NA,"5-17",94
"1111",2023-01-09,NA,NA,"18-49",4
"1112",2023-01-09,NA,NA,"50-64",3
"1113",2023-01-09,NA,NA,"65+",10
"1114",2023-01-16,NA,NA,"<1",55
"1115",2023-01-16,NA,NA,"1-4",88
"1116",2023-01-16,NA,NA,"5-17",82
"1117",2023-01-16,NA,NA,"18-49",5
"1118",2023-01-16,NA,NA,"50-64",1
"1119",2023-01-16,NA,NA,"65+",7
"1120",2023-01-23,NA,NA,"<1",62
"1121",2023-01-23,NA,NA,"1-4",65
"1122",2023-01-23,NA,NA,"5-17",89
"1123",2023-01-23,NA,NA,"18-49",2
"1124",2023-01-23,NA,NA,"50-64",1
"1125",2023-01-23,NA,NA,"65+",11
"1126",2023-01-30,NA,NA,"<1",63
"1127",2023-01-30,NA,NA,"1-4",58
"1128",2023-01-30,NA,NA,"5-17",77
"1129",2023-01-30,NA,NA,"18-49",6
"1130",2023-01-30,NA,NA,"65+",6
"1131",2023-02-06,NA,NA,"<1",72
"1132",2023-02-06,NA,NA,"1-4",92
"1133",2023-02-06,NA,NA,"5-17",87
"1134",2023-02-06,NA,NA,"18-49",4
"1135",2023-02-06,NA,NA,"50-64",2
"1136",2023-02-06,NA,NA,"65+",11
"1137",2023-02-13,NA,NA,"<1",65
"1138",2023-02-13,NA,NA,"1-4",106
"1139",2023-02-13,NA,NA,"5-17",93
"1140",2023-02-13,NA,NA,"18-49",2
"1141",2023-02-13,NA,NA,"50-64",2
"1142",2023-02-13,NA,NA,"65+",3
"1143",2023-02-20,NA,NA,"<1",112
"1144",2023-02-20,NA,NA,"1-4",124
"1145",2023-02-20,NA,NA,"5-17",111
"1146",2023-02-20,NA,NA,"18-49",5
"1147",2023-02-20,NA,NA,"50-64",2
"1148",2023-02-20,NA,NA,"65+",10
"1149",2023-02-27,NA,NA,"<1",134
"1150",2023-02-27,NA,NA,"1-4",182
"1151",2023-02-27,NA,NA,"5-17",163
"1152",2023-02-27,NA,NA,"18-49",9
"1153",2023-02-27,NA,NA,"50-64",4
"1154",2023-02-27,NA,NA,"65+",11
"1155",2023-03-06,NA,NA,"<1",139
"1156",2023-03-06,NA,NA,"1-4",203
"1157",2023-03-06,NA,NA,"5-17",185
"1158",2023-03-06,NA,NA,"18-49",8
"1159",2023-03-06,NA,NA,"50-64",1
"1160",2023-03-06,NA,NA,"65+",4
"1161",2023-03-13,NA,NA,"<1",182
"1162",2023-03-13,NA,NA,"1-4",273
"1163",2023-03-13,NA,NA,"5-17",211
"1164",2023-03-13,NA,NA,"18-49",3
"1165",2023-03-13,NA,NA,"50-64",3
"1166",2023-03-13,NA,NA,"65+",11
"1167",2023-03-20,NA,NA,"<1",243
"1168",2023-03-20,NA,NA,"1-4",324
"1169",2023-03-20,NA,NA,"5-17",321
"1170",2023-03-20,NA,NA,"18-49",16
"1171",2023-03-20,NA,NA,"50-64",6
"1172",2023-03-20,NA,NA,"65+",11
"1173",2023-03-27,NA,NA,"<1",322
"1174",2023-03-27,NA,NA,"1-4",400
"1175",2023-03-27,NA,NA,"5-17",390
"1176",2023-03-27,NA,NA,"18-49",43
"1177",2023-03-27,NA,NA,"50-64",9
"1178",2023-03-27,NA,NA,"65+",20
"1179",2023-04-03,NA,NA,"<1",265
"1180",2023-04-03,NA,NA,"1-4",373
"1181",2023-04-03,NA,NA,"5-17",305
"1182",2023-04-03,NA,NA,"18-49",25
"1183",2023-04-03,NA,NA,"50-64",10
"1184",2023-04-03,NA,NA,"65+",17
"1185",2023-04-10,NA,NA,"<1",357
"1186",2023-04-10,NA,NA,"1-4",504
"1187",2023-04-10,NA,NA,"5-17",368
"1188",2023-04-10,NA,NA,"18-49",15
"1189",2023-04-10,NA,NA,"50-64",7
"1190",2023-04-10,NA,NA,"65+",31
"1191",2023-04-17,NA,NA,"<1",314
"1192",2023-04-17,NA,NA,"1-4",430
"1193",2023-04-17,NA,NA,"5-17",347
"1194",2023-04-17,NA,NA,"18-49",21
"1195",2023-04-17,NA,NA,"50-64",7
"1196",2023-04-17,NA,NA,"65+",29
"1197",2023-04-24,NA,NA,"<1",351
"1198",2023-04-24,NA,NA,"1-4",420
"1199",2023-04-24,NA,NA,"5-17",431
"1200",2023-04-24,NA,NA,"18-49",33
"1201",2023-04-24,NA,NA,"50-64",11
"1202",2023-04-24,NA,NA,"65+",33
"1203",2023-05-01,NA,NA,"<1",325
"1204",2023-05-01,NA,NA,"1-4",384
"1205",2023-05-01,NA,NA,"5-17",379
"1206",2023-05-01,NA,NA,"18-49",39
"1207",2023-05-01,NA,NA,"50-64",8
"1208",2023-05-01,NA,NA,"65+",24
"1209",2023-05-08,NA,NA,"<1",359
"1210",2023-05-08,NA,NA,"1-4",468
"1211",2023-05-08,NA,NA,"5-17",375
"1212",2023-05-08,NA,NA,"18-49",23
"1213",2023-05-08,NA,NA,"50-64",12
"1214",2023-05-08,NA,NA,"65+",34
"1215",2023-05-15,NA,NA,"<1",296
"1216",2023-05-15,NA,NA,"1-4",457
"1217",2023-05-15,NA,NA,"5-17",387
"1218",2023-05-15,NA,NA,"18-49",10
"1219",2023-05-15,NA,NA,"50-64",12
"1220",2023-05-15,NA,NA,"65+",29
"1221",2023-05-22,NA,NA,"<1",305
"1222",2023-05-22,NA,NA,"1-4",413
"1223",2023-05-22,NA,NA,"5-17",338
"1224",2023-05-22,NA,NA,"18-49",16
"1225",2023-05-22,NA,NA,"50-64",5
"1226",2023-05-22,NA,NA,"65+",32
"1227",2023-05-29,NA,NA,"<1",265
"1228",2023-05-29,NA,NA,"1-4",346
"1229",2023-05-29,NA,NA,"5-17",300
"1230",2023-05-29,NA,NA,"18-49",44
"1231",2023-05-29,NA,NA,"50-64",13
"1232",2023-05-29,NA,NA,"65+",22
"1233",2023-06-05,NA,NA,"<1",240
"1234",2023-06-05,NA,NA,"1-4",353
"1235",2023-06-05,NA,NA,"5-17",237
"1236",2023-06-05,NA,NA,"18-49",20
"1237",2023-06-05,NA,NA,"50-64",7
"1238",2023-06-05,NA,NA,"65+",25
"1239",2023-06-12,NA,NA,"<1",232
"1240",2023-06-12,NA,NA,"1-4",315
